,link,Title,Description,Price,Total Price,Reviews
80,https://www.airbnb.co.in/rooms/31697373?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire rental unit in WaikikiClean nice Waikiki beach vocation home,4 guests · Studio · 2 beds · 1 bathroom,"₹12,019","₹67,810 total",4.66
81,https://www.airbnb.co.in/rooms/49712614?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,"Resort room in WaikikiGorgeous Honolulu Escape! Great City View, Pools, Restaurant/Bar, Mini-Market, Gift Shop",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹21,100","₹1,05,502 total",4.87
82,https://www.airbnb.co.in/rooms/43433712?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Hotel room in WaikikiHilton Hawaiian Village-Lagoon Tower Studio,2 guests · 1 bedroom · 1 bed · 1 private bathroom,"₹24,679","₹1,27,254 total",4.88
83,https://www.airbnb.co.in/rooms/17590795?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in Waikiki904   BLUE OCEAN!!.  renovated! AMAZING,2 guests · Studio · 1 bed · 1 bathroom,"₹14,097","₹76,968 total",4.37
84,https://www.airbnb.co.in/rooms/50345986?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,"Entire apartment in WaikikiBright Sunflower Unit, Block To Beach, Ocean view!",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹16,917","₹94,229 total",4.82
85,https://www.airbnb.co.in/rooms/44338177?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in WaikikiPANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests · Studio · 2 beds · 1 bathroom,"₹20,120","₹1,11,402 total",4.90
86,https://www.airbnb.co.in/rooms/54130530?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire rental unit in WaikikiPacific Monarch 1bd w Rooftop Pool & Hot Tub,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹17,121","₹99,882 total",4.25
87,https://www.airbnb.co.in/rooms/6285718?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire rental unit in WaikikiSpacious 1BR w/ Huge Lanai! Steps to Beach,4 guests · 1 bedroom · 1 bed · 1 bathroom,"₹14,723","₹89,052 total",4.41
88,https://www.airbnb.co.in/rooms/47875992?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in WaikikiModern Chic Newly Renovated Studio FREE pkg & Wifi,4 guests · Studio · 2 beds · 1 bathroom,"₹15,568","₹85,943 total",4.10
89,https://www.airbnb.co.in/rooms/44662072?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in Ala MoanaAla Moana -Waikiki Tower Run of House Room by LSI,2 guests · Studio · 2 beds · 1 bathroom,"₹14,519","₹75,295 total",New
90,https://www.airbnb.co.in/rooms/46683195?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in WaikikiGorgeous City View Studio at the Ilikai Hotel,5 guests · Studio · 3 beds · 1 bathroom,"₹18,900","₹1,06,075 total",4.73
91,https://www.airbnb.co.in/rooms/49130811?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,"Room in boutique hotel in WaikikiRoom Near Ala Moana Center, 1 Queen",2 guests · Studio · 1 bed · 1 private bathroom,"₹15,587","₹77,937 total",4.59
92,https://www.airbnb.co.in/rooms/45499182?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in WaikikiComfy Waikiki studio w/kitchen & parking included,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹20,374","₹1,09,200 total",4.88
93,https://www.airbnb.co.in/rooms/25948443?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in HonoluluIlikai Marina*Waikiki Harbor Ocean One Bedroom!,3 guests · 1 bedroom · 1 bed · 1 bathroom,"₹18,732","₹1,05,238 total",4.75
94,https://www.airbnb.co.in/rooms/619156052380892229?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Campervan/Motorhome in Honolulu360-View Hawaii Sunrise Bus,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹17,722","₹92,469 total",New
95,https://www.airbnb.co.in/rooms/38086946?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,"Hotel room in Waikiki1 King Bed w/Waikiki View, Hotel Renew",2 guests · Studio · 1 bed · 1 private bathroom,"₹15,820","₹79,099 total",4.47
96,https://www.airbnb.co.in/rooms/38072839?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in Waikiki+ALOHA-WAIKIKI    HOME BASE 4 BEACH!        75,2 guests · Studio · 1 bed · 1 bathroom,"₹11,578","₹65,609 total",4.54
97,https://www.airbnb.co.in/rooms/44359859?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in WaikikiRK1703 - Close to everywhere in Center in Waikiki!,4 guests · 1 bedroom · 3 beds · 1 bathroom,"₹12,022","₹71,685 total",New
98,https://www.airbnb.co.in/rooms/43497841?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,Entire apartment in Honolulu((( Marine Surf ))) heart of Waikiki!,4 guests · Studio · 2 beds · 1 bathroom,"₹15,341","₹86,735 total",4.67
99,https://www.airbnb.co.in/rooms/50897989?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=44037e6a-6758-452b-bb89-b32c014a7d0d,"Hotel room in WaikikiStudio w/Kitchenette, 1 Queen Bed OR 2 Twins",3 guests · Studio · 1 bed · 1 private bathroom,"₹10,264","₹55,177 total",4.12
100,https://www.airbnb.co.in/rooms/48216968?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Hotel room in Ala Moana33rd Floor OCEAN View Suite @ Ala Moana Hotel,4 guests · 1 bedroom · 2 beds · 1 private bathroom,"₹22,234","₹1,18,887 total",4.70
101,https://www.airbnb.co.in/rooms/15218626?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,"Entire rental unit in WaikikiDeluxe studio with kitchenette, furnished lanai, pool, & hot tub",4 guests · Studio · 2 beds · 1 bathroom,"₹13,645","₹79,181 total",4.35
102,https://www.airbnb.co.in/rooms/53398834?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,"Entire apartment in WaikikiHigh Style w/Amazing Ocean View, Modern Kitchen, Free WiFi–Waikiki Shore #PH06",4 guests · 1 bedroom · 1 bed · 2 bathrooms,"₹33,899","₹1,88,018 total",New
103,https://www.airbnb.co.in/rooms/46205967?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in WaikikiWake up in paradise with a touch of aloha rainbow,4 guests · 1 bedroom · 1 bed · 1 bathroom,"₹14,757","₹85,362 total",4.73
104,https://www.airbnb.co.in/rooms/46770371?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,"Entire rental unit in Waikiki35th floor Studio w/ Shared Hot Tub & Pool, Shared Washer/Dryer, and Kitchenette",2 guests · Studio · 1 bed · 1 bathroom,"₹11,917","₹72,241 total",4.0
105,https://www.airbnb.co.in/rooms/616890379852307855?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in HonoluluPANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests · Studio · 2 beds · 1 bathroom,"₹18,711","₹1,04,357 total",New
106,https://www.airbnb.co.in/rooms/621068087651604743?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,"Entire holiday home in HonoluluCorner Waikiki 1BR |Ocean View, Balcony, Parking🏖",5 guests · 1 bedroom · 2 beds · 1 bathroom,"₹26,615","₹1,43,105 total",New
107,https://www.airbnb.co.in/rooms/52063450?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in WaikikiTHE ULTIMATE Tropical Vacation Awaits You...,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹22,783","₹1,25,493 total",4.86
108,https://www.airbnb.co.in/rooms/51421017?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Private room in WaikikiIn Waikiki with Pool♪Condo studio room up to 4！,4 guests · Studio · 2 beds · 1 private bathroom,"₹11,888","₹62,371 total",4.78
109,https://www.airbnb.co.in/rooms/39706392?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in HonoluluJust 3min to Beautiful Beach♪ Private room@Waikiki,2 guests · Studio · 1 bed · 1 bathroom,"₹11,888","₹62,371 total",4.63
110,https://www.airbnb.co.in/rooms/9910257?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in HonoluluALOHA-WAIKIKI   BEAUTIFUL OCEAN PENTHOUSE 1BR,2 guests · 1 bedroom · 1 bed · 1.5 bathrooms,"₹16,949","₹95,551 total",4.65
111,https://www.airbnb.co.in/rooms/35417647?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in Waikiki@ Marbella Lane - Mountain View Studio,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹19,622","₹1,05,056 total",4.77
112,https://www.airbnb.co.in/rooms/39819213?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire rental unit in HonoluluAS15-Corner unit*Bright and Airy*Walk2beach*,2 guests · Studio · 2 beds · 1 bathroom,"₹12,808","₹72,917 total",4.20
113,https://www.airbnb.co.in/rooms/43366962?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in WaikikiL2-*Luana Waikiki*Walk to beach&park*Park views*,2 guests · Studio · 1 bed · 1 bathroom,"₹14,666","₹83,750 total",4.83
114,https://www.airbnb.co.in/rooms/526715573866939675?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in WaikikiRemodeled City View Suite in the Heart of Waikiki,3 guests · Studio · 2 beds · 1 bathroom,"₹13,448","₹78,818 total",New
115,https://www.airbnb.co.in/rooms/49860222?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire apartment in WaikikiP5-Palms at Waikiki Boutique Hotel *Walk to beach*,3 guests · Studio · 2 beds · 1 bathroom,"₹13,500","₹77,145 total",4.33
116,https://www.airbnb.co.in/rooms/611076164775507710?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Entire villa in Ewa BeachSunny 3-bedroom beach villa w/pool and Spa,12 guests · 3 bedrooms · 6 beds · 3 bathrooms,"₹49,639","₹2,75,202 total",New
117,https://www.airbnb.co.in/rooms/48700022?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,"Entire apartment in North Shore🏝 Island Bungalow With Views, Steps to Beach ☀️",2 guests · 1 bedroom · 2 beds · 1 bathroom,"₹26,801","₹1,47,508 total",4.92
118,https://www.airbnb.co.in/rooms/43237567?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Hotel room in WaikikiWaikiki Partial Ocean Suite Kitchen 1 Queen Bed,2 guests · 1 bedroom · 2 beds · 1 private bathroom,"₹19,987","₹99,935 total",4.80
119,https://www.airbnb.co.in/rooms/50055137?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=dc2a52a5-39f7-4bfd-9819-4508e9554783,Private room in WaikikiPrivate studio in Waikiki! Max 4/Condo has Pool♪,4 guests · Studio · 2 beds · 1 private bathroom,"₹11,888","₹62,371 total",4.60
120,https://www.airbnb.co.in/rooms/47239790?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in Honolulu+ALOHA-WAIKIKI  NEAR BEACH IN PARADISE     65,2 guests · Studio · 1 bed · 1 bathroom,"₹11,578","₹65,609 total",4.50
121,https://www.airbnb.co.in/rooms/33718187?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Private room in KaimukiPlumeria room in great location Kaimuki,3 guests · 1 bedroom · 1 bed · 1.5 shared bathrooms,"₹10,753","₹60,324 total",4.51
122,https://www.airbnb.co.in/rooms/25948443?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in HonoluluIlikai Marina*Waikiki Harbor Ocean One Bedroom!,3 guests · 1 bedroom · 1 bed · 1 bathroom,"₹18,732","₹1,05,238 total",4.75
123,https://www.airbnb.co.in/rooms/50055137?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Private room in WaikikiPrivate studio in Waikiki! Max 4/Condo has Pool♪,4 guests · Studio · 2 beds · 1 private bathroom,"₹11,888","₹62,371 total",4.60
124,https://www.airbnb.co.in/rooms/526715573866939675?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in WaikikiRemodeled City View Suite in the Heart of Waikiki,3 guests · Studio · 2 beds · 1 bathroom,"₹13,448","₹78,818 total",New
125,https://www.airbnb.co.in/rooms/41939378?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire home in KailuaKailua guest house,4 guests · 2 bedrooms · 3 beds · 1 bathroom,"₹40,392","₹2,28,967 total",4.78
126,https://www.airbnb.co.in/rooms/619156052380892229?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Campervan/Motorhome in Honolulu360-View Hawaii Sunrise Bus,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹17,722","₹92,469 total",New
127,https://www.airbnb.co.in/rooms/13100450?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire rental unit in Waikiki1207R-  HUGE Balcony! Quiet,Views!!",2 guests · Studio · 1 bed · 1 bathroom,"₹13,578","₹74,679 total",4.42
128,https://www.airbnb.co.in/rooms/43497841?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in Honolulu((( Marine Surf ))) heart of Waikiki!,4 guests · Studio · 2 beds · 1 bathroom,"₹15,341","₹86,735 total",4.67
129,https://www.airbnb.co.in/rooms/48961089?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in HonoluluSTUDIO ON 6TH FLOOR IN WAIKIKI!!,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹8,934","₹52,310 total",4.27
130,https://www.airbnb.co.in/rooms/49860222?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in WaikikiP5-Palms at Waikiki Boutique Hotel *Walk to beach*,3 guests · Studio · 2 beds · 1 bathroom,"₹13,500","₹77,145 total",4.33
131,https://www.airbnb.co.in/rooms/52172350?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire apartment in WaikikiNew 5th Floor Beachfront Condo | Free parking, gym, pool",6 guests · 2 bedrooms · 3 beds · 2 bathrooms,"₹62,008","₹3,34,733 total",4.83
132,https://www.airbnb.co.in/rooms/48700022?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire apartment in North Shore🏝 Island Bungalow With Views, Steps to Beach ☀️",2 guests · 1 bedroom · 2 beds · 1 bathroom,"₹26,801","₹1,47,508 total",4.92
133,https://www.airbnb.co.in/rooms/50188201?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in Waikiki+ALOHA-WAIKIKI   BEAUTIFUL OCEAN PENTHOUSE,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹16,949","₹95,551 total",New
134,https://www.airbnb.co.in/rooms/53398834?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire apartment in WaikikiHigh Style w/Amazing Ocean View, Modern Kitchen, Free WiFi–Waikiki Shore #PH06",4 guests · 1 bedroom · 1 bed · 2 bathrooms,"₹33,899","₹1,88,018 total",New
135,https://www.airbnb.co.in/rooms/46770471?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire rental unit in Honolulu26th Floor, Snowbird & Dog-Friendly Studio with Ocean View, Cable, Shared Grill",2 guests · Studio · 1 bed · 1 bathroom,"₹12,213","₹73,721 total",4.29
136,https://www.airbnb.co.in/rooms/46770547?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,"Entire rental unit in Waikiki23rd Floor Studio with Shared Hot Tub and Pool, Kitchenette, & Shared Tennis",2 guests · Studio · 1 bed · 1 bathroom,"₹11,917","₹72,241 total",4.33
137,https://www.airbnb.co.in/rooms/36967870?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Private room in HonoluluPeaceful Sunset/City Views in Downtown Skyrise!,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹6,131","₹32,584 total",4.75
138,https://www.airbnb.co.in/rooms/49949197?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Private room in WaikikiPrivate studio in Waikiki! Max 4/Condo has Pool♪,4 guests · Studio · 2 beds · 1 private bathroom,"₹11,888","₹62,371 total",New
139,https://www.airbnb.co.in/rooms/17334097?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=0b183615-4d6b-456b-9a70-aa0556c99630,Entire apartment in WaikikiWaikiki Banyan-Pool & Diamond Head Views!,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹26,165","₹1,42,400 total",4.89
140,https://www.airbnb.co.in/rooms/22281253?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire rental unit in Waikiki*Superhost* Upscale City 2bed 2bath Ilikai Hotel,5 guests · 2 bedrooms · 3 beds · 2 bathrooms,"₹43,135","₹2,36,895 total",4.88
141,https://www.airbnb.co.in/rooms/50897989?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,"Hotel room in WaikikiStudio w/Kitchenette, 1 Queen Bed OR 2 Twins",3 guests · Studio · 1 bed · 1 private bathroom,"₹10,264","₹55,177 total",4.12
142,https://www.airbnb.co.in/rooms/15423688?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiHeart of Waikiki Ocean View 4U!,4 guests · Studio · 1 bathroom,"₹10,638","₹67,854 total",4.50
143,https://www.airbnb.co.in/rooms/47875992?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiModern Chic Newly Renovated Studio FREE pkg & Wifi,4 guests · Studio · 2 beds · 1 bathroom,"₹15,568","₹85,943 total",4.10
144,https://www.airbnb.co.in/rooms/40541582?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire guest suite in HauulaThe Bungalow with AC and Smart TV🍍,4 guests · Studio · 2 beds · 1 bathroom,"₹24,603","₹1,30,344 total",4.83
145,https://www.airbnb.co.in/rooms/46770371?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,"Entire rental unit in Waikiki35th floor Studio w/ Shared Hot Tub & Pool, Shared Washer/Dryer, and Kitchenette",2 guests · Studio · 1 bed · 1 bathroom,"₹11,917","₹72,241 total",4.0
146,https://www.airbnb.co.in/rooms/52245437?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,"Hotel room in WaikikiPerfect Honolulu Escape! Close to Beach, Park, & Shopping Center! Pool, Restaurant, Spa, Free Beach Chairs, Pet-Friendly!",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹14,619","₹73,094 total",New
147,https://www.airbnb.co.in/rooms/621762660964403540?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire holiday home in KaneoheBreathtaking Ocean View 1 BR Vacation Cottage,2 guests · 1 bedroom · 2 beds · 1 bathroom,"₹20,913","₹1,12,283 total",New
148,https://www.airbnb.co.in/rooms/44359859?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiRK1703 - Close to everywhere in Center in Waikiki!,4 guests · 1 bedroom · 3 beds · 1 bathroom,"₹12,022","₹71,685 total",New
149,https://www.airbnb.co.in/rooms/32751031?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in HonoluluDreamy Waikiki Beach Studio,2 guests · Studio · 1 bed · 1 bathroom,"₹11,464","₹67,739 total",4.46
150,https://www.airbnb.co.in/rooms/17590795?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in Waikiki904   BLUE OCEAN!!.  renovated! AMAZING,2 guests · Studio · 1 bed · 1 bathroom,"₹14,097","₹76,968 total",4.37
151,https://www.airbnb.co.in/rooms/46770471?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,"Entire rental unit in Honolulu26th Floor, Snowbird & Dog-Friendly Studio with Ocean View, Cable, Shared Grill",2 guests · Studio · 1 bed · 1 bathroom,"₹12,213","₹73,721 total",4.29
152,https://www.airbnb.co.in/rooms/49860222?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiP5-Palms at Waikiki Boutique Hotel *Walk to beach*,3 guests · Studio · 2 beds · 1 bathroom,"₹13,500","₹77,145 total",4.33
153,https://www.airbnb.co.in/rooms/54372910?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Private room in HonoluluPARKING on site+Aloha+bdrm+breakfast,2 guests · 1 bedroom · 1 bed · 1 private bathroom,"₹14,002","₹70,012 total",New
154,https://www.airbnb.co.in/rooms/38072839?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in Waikiki+ALOHA-WAIKIKI    HOME BASE 4 BEACH!        75,2 guests · Studio · 1 bed · 1 bathroom,"₹11,578","₹65,609 total",4.54
155,https://www.airbnb.co.in/rooms/12339359?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiWaikiki Studio on 20th Floor,2 guests · Studio · 2 beds · 1 bathroom,"₹12,000","₹70,805 total",New
156,https://www.airbnb.co.in/rooms/53722336?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire apartment in WaikikiLovely 2-bedroom w/ Ocean view and 1 free parking,8 guests · 2 bedrooms · 4 beds · 1.5 bathrooms,"₹55,575","₹2,95,237 total",4.71
157,https://www.airbnb.co.in/rooms/39799981?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Entire rental unit in WaikikiIP20-Waikiki*Studio*Magnificent Ocean&Park Views*,2 guests · Studio · 1 bed · 1 bathroom,"₹12,491","₹71,332 total",4.68
158,https://www.airbnb.co.in/rooms/552091810767382148?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=3643cfca-e347-42bd-8f86-5ae2544e51c1,Room in boutique hotel in WaikikiWaikiki Studio with Free Wifi and Parking!,4 guests · 1 bedroom · 2 beds · 1 private bathroom,"₹16,906","₹93,789 total",4.75
